Temperature,Humidity
7.3888888888888875,0.89
7.227777777777776,0.86
9.377777777777778,0.89
5.944444444444446,0.83
6.977777777777779,0.83
7.11111111111111,0.85
5.522222222222221,0.95
6.527777777777778,0.89
10.82222222222222,0.82
13.77222222222222,0.72
16.016666666666666,0.67
17.144444444444446,0.54
17.800000000000004,0.55
17.333333333333332,0.51
18.87777777777778,0.47
18.911111111111115,0.46
15.38888888888889,0.6
15.550000000000002,0.63
14.255555555555553,0.69
13.144444444444442,0.7
11.549999999999999,0.77
11.183333333333334,0.76
10.116666666666667,0.79
10.2,0.77
10.42222222222222,0.62
7.566666666666666,0.66
11.183333333333334,0.8
5.044444444444443,0.79
4.816666666666667,0.82
4.272222222222221,0.83
5.155555555555556,0.85
5.5277777777777795,0.83
7.933333333333334,0.78
12.222222222222221,0.72
15.094444444444447,0.61
17.355555555555558,0.52
19.00555555555555,0.46
20.04444444444444,0.4
21.049999999999997,0.4
21.18333333333333,0.37
20.11666666666666,0.4
20.216666666666665,0.36
20,0.43
17.800000000000004,0.5
16.06111111111111,0.53
15.02222222222222,0.55
14.422222222222224,0.58
14.255555555555553,0.59
13.77222222222222,0.6
13.283333333333331,0.63
5.466666666666669,0.87
11.25,0.83
11.183333333333334,0.89
10.694444444444445,0.95
11.11111111111111,0.93
11.11111111111111,0.93
12.166666666666666,0.82
12.755555555555556,0.79
13.838888888888887,0.84
16.183333333333334,0.73
17.516666666666666,0.67
17.383333333333333,0.67
17.36111111111111,0.71
17.205555555555556,0.74
15.633333333333333,0.81
13.577777777777776,0.9
10.911111111111111,0.86
5.294444444444445,0.99
5.777777777777777,0.93
4.605555555555555,0.96
3.7222222222222237,0.96
4.649999999999999,0.96
5.072222222222224,0.96
4.372222222222221,0.93
6.1833333333333345,0.82
5.038888888888889,0.93
2.616666666666667,0.93
3.2222222222222205,0.93
1.6499999999999995,0.93
1.633333333333332,0.93
1.4944444444444431,0.93
2.688888888888891,0.8
3.2333333333333334,0.86
3.544444444444446,0.84
5.1611111111111105,0.77
6.644444444444445,0.71
6.55,0.71
11.066666666666668,0.71
10.116666666666667,0.76
11.038888888888888,0.66
10.65,0.7
10.050000000000002,0.7
7.716666666666667,0.66
6.816666666666668,0.71
5.405555555555554,0.72
6.122222222222224,0.72
6.211111111111111,0.75
6.005555555555556,0.75
5.438888888888888,0.88
4.549999999999999,0.76
3.1611111111111097,0.7
2.694444444444445,0.73
2.7999999999999994,0.76
2.438888888888889,0.76
2.922222222222221,0.76
3.8333333333333326,0.71
4.2444444444444445,0.73
4.816666666666667,0.72
6.072222222222222,0.7
7.583333333333333,0.7
9.07777777777778,0.65
9.049999999999999,0.62
9.049999999999999,0.65
9.183333333333334,0.65
7.455555555555557,0.7
6.81111111111111,0.75
6.433333333333333,0.75
6.127777777777778,0.82
4.8055555555555545,0.83
5.183333333333333,0.84
4.111111111111111,0.85
3.4111111111111114,0.88
8.338888888888887,0.88
4.111111111111111,0.91
2.566666666666665,0.94
3.7055555555555566,0.93
5.211111111111112,0.92
4.638888888888889,0.92
6.0555555555555545,0.87
10.050000000000002,0.76
12.200000000000001,0.66
12.7,0.63
13.933333333333332,0.58
15.094444444444447,0.59
15.150000000000002,0.5
16.177777777777777,0.44
16.25,0.55
16.29444444444444,0.5
16.099999999999998,0.56
12.955555555555556,0.68
13.850000000000001,0.64
12.777777777777779,0.69
12.149999999999999,0.72
10.677777777777777,0.81
10.444444444444443,0.83
9.466666666666665,0.8
11.027777777777779,0.74
7.138888888888889,0.93
5.644444444444442,0.89
6.611111111111111,0.86
4.855555555555557,0.86
7.03888888888889,0.84
7.383333333333332,0.84
12.105555555555554,0.72
12.777777777777779,0.71
13.81111111111111,0.65
16.016666666666666,0.48
17.127777777777776,0.47
17.144444444444446,0.43
17.77777777777778,0.4
17.77777777777778,0.37
17.805555555555557,0.43
16.15555555555555,0.52
14.049999999999999,0.63
13.08888888888889,0.67
12.288888888888888,0.72
12.777777777777779,0.66
12.727777777777776,0.67
12.266666666666666,0.69
11.71111111111111,0.71
10.82777777777778,0.86
12.200000000000001,0.59
12.200000000000001,0.6
11.688888888888888,0.68
11.205555555555556,0.77
11.133333333333333,0.77
11.43888888888889,0.77
13.033333333333335,0.81
17.244444444444444,0.62
17.73888888888889,0.53
17.84444444444445,0.56
18.86111111111111,0.56
18.666666666666664,0.56
17.82222222222222,0.56
17.800000000000004,0.59
17.349999999999998,0.57
16.06666666666667,0.67
14.933333333333334,0.73
13.922222222222224,0.78
12.755555555555556,0.84
12.755555555555556,0.84
12.372222222222225,0.86
11.183333333333334,0.93
11.666666666666666,0.9
7.3666666666666645,0.95
10.577777777777776,0.93
10.533333333333335,0.89
10.58888888888889,0.87
9.283333333333335,0.89
11.022222222222224,0.86
13.538888888888888,0.75
13.88888888888889,0.68
15,0.67
17.183333333333334,0.57
16.2,0.62
17.75,0.56
18.40555555555555,0.54
17.82222222222222,0.59
17.31111111111111,0.57
17.505555555555553,0.55
17.266666666666666,0.54
15.13888888888889,0.61
13.25,0.69
12.294444444444444,0.72
10.699999999999998,0.79
9.38888888888889,0.85
7.861111111111111,0.88
8.405555555555557,0.92
13.011111111111113,0.82
7.733333333333334,0.96
6.1388888888888875,0.96
6.472222222222221,0.95
6.627777777777777,0.96
8.68888888888889,0.93
11.994444444444447,0.81
13.766666666666667,0.78
15.088888888888887,0.77
16.455555555555556,0.68
17.31111111111111,0.62
17.872222222222224,0.64
19.038888888888884,0.47
18.977777777777774,0.51
19.00555555555555,0.55
19.01111111111111,0.53
17.866666666666664,0.64
17.266666666666666,0.62
16.188888888888886,0.61
14.883333333333333,0.72
14.327777777777776,0.75
14.511111111111111,0.75
14.372222222222222,0.75
14.877777777777778,0.72
10.405555555555553,0.92
12.822222222222221,0.83
12.799999999999999,0.85
12.82777777777778,0.86
12.266666666666666,0.85
12.266666666666666,0.85
12.183333333333334,0.82
12.17222222222222,0.8
12.711111111111112,0.83
15.605555555555558,0.78
16.022222222222226,0.78
17.200000000000003,0.67
17.21666666666667,0.71
17.82777777777778,0.69
17.82777777777778,0.69
17.733333333333334,0.69
16.272222222222222,0.71
13.166666666666668,0.93
13.255555555555555,0.93
13.011111111111113,0.93
12.455555555555556,0.91
12.488888888888887,0.9
8.850000000000001,0.8
10.622222222222222,0.79
8.722222222222223,0.93
10.533333333333335,0.77
8.705555555555556,0.83
9.327777777777776,0.83
10.366666666666665,0.78
7.233333333333336,0.89
8.994444444444444,0.84
12.200000000000001,0.73
13.961111111111112,0.67
14.944444444444445,0.67
16.183333333333334,0.71
16.366666666666667,0.61
17.372222222222224,0.57
17.672222222222224,0.51
17.72222222222222,0.53
16.238888888888887,0.61
14.066666666666666,0.71
13.955555555555556,0.76
12.288888888888888,0.8
10.02222222222222,0.86
8.649999999999999,0.86
9.416666666666668,0.9
11.827777777777776,0.92
10.761111111111111,0.91
12.155555555555557,0.95
9.188888888888888,0.94
7.1499999999999995,0.94
10.2,0.95
10.116666666666667,0.99
10.16111111111111,0.99
11.244444444444447,0.98
12.244444444444444,0.99
13.91111111111111,0.92
15.616666666666667,0.82
15.072222222222223,0.86
15.072222222222223,0.82
14.266666666666667,0.87
16.016666666666666,0.81
15.027777777777779,0.86
13.944444444444445,0.89
12.916666666666666,0.95
12.894444444444446,0.95
12.399999999999999,0.98
12.266666666666666,0.99
12.222222222222221,0.96
11.25,0.96
11.527777777777779,0.96
11.538888888888891,0.96
8.850000000000001,0.96
11.43888888888889,0.96
11.394444444444442,0.96
11.527777777777779,0.96
11.949999999999998,0.93
11.972222222222221,1
12.633333333333335,0.96
12.755555555555556,0.96
13.844444444444445,0.9
13.172222222222224,0.94
15.066666666666666,0.86
17.244444444444444,0.75
16.316666666666666,0.76
17.383333333333333,0.74
15.272222222222224,0.76
17.45555555555556,0.72
16.22222222222222,0.77
15.083333333333334,0.82
13.994444444444444,0.88
12.17222222222222,0.92
11.08888888888889,0.95
11.094444444444443,0.95
9.883333333333333,0.96
8.633333333333333,0.96
9.86111111111111,0.96
8.272222222222222,0.99
8.866666666666667,0.96
8.816666666666666,0.96
7.155555555555556,1
8.850000000000001,0.99
11.177777777777777,0.93
12.388888888888888,0.98
14.144444444444446,0.88
17.1,0.72
18.93888888888889,0.64
17.916666666666668,0.68
19.983333333333334,0.53
20.07222222222222,0.62
20.07222222222222,0.56
20.083333333333336,0.58
19.08888888888889,0.63
17.45,0.62
15.56666666666667,0.74
12.494444444444447,0.91
12.244444444444444,0.89
11.416666666666664,0.92
10.555555555555555,0.95
10.466666666666669,0.93
10.250000000000002,0.95
9.355555555555558,0.96
8.311111111111112,0.96
8.81111111111111,0.96
7.933333333333334,0.93
11.93333333333333,0.93
14.516666666666667,0.84
18.733333333333334,0.68
20.02777777777778,0.6
21.03888888888889,0.55
20.738888888888887,0.46
22.31666666666667,0.48
22.11111111111111,0.5
22.733333333333334,0.38
22.77777777777778,0.37
21.216666666666665,0.41
20.18333333333333,0.45
18.011111111111113,0.68
17.422222222222224,0.65
13.961111111111112,0.82
13.28888888888889,0.89
12.322222222222223,0.89
11.116666666666665,0.95
10.533333333333335,0.95
12.383333333333333,0.8
9.86111111111111,0.96
8.872222222222222,0.95
8.672222222222222,0.94
7.688888888888891,1
10.911111111111111,0.99
14.83888888888889,0.82
18.8,0.65
21.094444444444445,0.49
22.027777777777782,0.49
22.82777777777778,0.47
22.916666666666668,0.37
23.916666666666668,0.37
23.911111111111115,0.4
23.93333333333333,0.37
23.916666666666668,0.32
22.82222222222222,0.44
21.227777777777774,0.48
19.07777777777778,0.51
17.061111111111114,0.63
14.905555555555553,0.72
13.083333333333332,0.87
12.711111111111112,0.89
12.127777777777776,0.89
11.81111111111111,0.84
12.016666666666667,0.8
12.044444444444444,0.8
10.627777777777778,0.86
8.68888888888889,0.99
12.555555555555555,0.9
15.005555555555553,0.78
17.33888888888889,0.74
19.099999999999998,0.67
21.261111111111106,0.57
22.41111111111111,0.54
22.938888888888894,0.5
23.927777777777774,0.47
23.96111111111111,0.47
23.96111111111111,0.38
23.111111111111107,0.42
22.82222222222222,0.44
21.11111111111111,0.47
18.188888888888886,0.58
16.016666666666666,0.72
15.466666666666669,0.72
14.605555555555554,0.76
13.311111111111112,0.82
12.733333333333334,0.83
13.788888888888888,0.77
10.577777777777776,0.88
10.483333333333333,0.92
10.288888888888891,0.91
9.972222222222223,0.92
13.638888888888888,0.9
16.73888888888889,0.74
18.83888888888889,0.65
21.16111111111111,0.59
22.58888888888889,0.53
22.89444444444444,0.48
24.00555555555555,0.47
24.00555555555555,0.35
23.977777777777774,0.44
25.04444444444444,0.32
24.07777777777778,0.35
22.38333333333334,0.45
21.20555555555556,0.52
18.261111111111113,0.62
17.200000000000003,0.67
15.994444444444444,0.75
15.961111111111109,0.79
15.444444444444445,0.72
14.372222222222222,0.75
13.605555555555558,0.9
12.822222222222221,0.82
12.750000000000002,0.83
11.416666666666664,0.92
12.333333333333336,0.86
14.905555555555553,0.78
15.894444444444446,0.74
17.227777777777774,0.72
17.82777777777778,0.73
17.916666666666668,0.72
19.055555555555557,0.67
20.144444444444446,0.67
20.26111111111111,0.62
21.20555555555556,0.62
21.255555555555556,0.67
20.233333333333334,0.66
19.07777777777778,0.71
17.944444444444443,0.77
15.494444444444444,0.82
14.144444444444446,0.89
14.538888888888891,0.86
14.138888888888891,0.86
13.399999999999999,0.9
13.427777777777779,0.9
11.588888888888889,0.74
14.422222222222224,0.83
13.916666666666664,0.86
13.399999999999999,0.9
13.866666666666667,0.9
14.905555555555553,0.84
15.933333333333334,0.74
17.127777777777776,0.65
18.75,0.58
18.96111111111111,0.6
19.994444444444444,0.54
21.11111111111111,0.5
21.094444444444445,0.46
21.17777777777778,0.43
21.227777777777774,0.41
20.100000000000005,0.45
19.02777777777778,0.51
17.849999999999998,0.59
16.261111111111113,0.66
14.983333333333333,0.72
14.466666666666665,0.65
13.944444444444445,0.6
12.316666666666668,0.65
